gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,Cluster,PCA1,PCA2
Female,0,1,1,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.1,1551.6,0,49-72,2,-0.2113359677825223,-1.7590029446990525
Female,0,0,0,5,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.05,202.15,0,0-12,1,-1.5793929966311449,0.18769879189112035
Female,1,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.8,7882.25,0,49-72,0,3.3002969767495784,0.0821138753309268
Male,1,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.95,8196.4,0,49-72,0,3.4594818966414254,0.18296297860272392
Female,1,0,0,3,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,75.05,202.9,0,0-12,3,-1.1248883676903454,1.0536452214077745
Male,0,1,0,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.25,855.1,0,25-48,2,-0.794452100103255,-1.5464984896639185
Female,0,0,0,63,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,1,Credit card (automatic),90.05,5817.0,0,49-72,0,2.151276188974109,-0.18624395988062947
Female,0,0,0,27,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Mailed check,56.7,1652.95,0,25-48,3,-0.4410133280388541,-0.06224414315697175
Male,0,1,1,70,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),80.15,5600.15,0,49-72,0,2.0895795785918647,-0.6142751139390217
Male,0,1,1,7,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),71.35,515.75,0,0-12,3,-1.0003840703468847,0.8488467637330476
Female,0,1,0,2,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,90.35,190.5,0,0-12,3,-0.9046137188051661,1.4816945764247016
Male,1,0,0,20,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.55,1842.8,1,13-24,3,0.12860409651986077,1.2080412923960604
Male,0,0,0,66,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.7,1253.8,0,49-72,2,-0.25420744294352465,-1.9905298081950604
Female,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,57.2,0,0-12,1,-2.0588640139454433,-0.3963388821810073
Female,0,0,1,15,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),85.9,1269.55,1,13-24,3,-0.35939666363881023,1.0139398010953509
Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),90.35,6563.4,0,49-72,0,2.5831315890024165,-0.4210114086898792
Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.8,20.8,0,0-12,1,-2.100427746366619,-0.32087585986440365
Female,0,0,0,22,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.25,1907.85,1,13-24,3,0.04376110969917869,0.9118772806741099
Male,0,1,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,208.85,1,0-12,3,-1.1998327915538147,0.9283753316894551
Female,0,1,1,72,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),66.85,4758.8,0,49-72,0,1.6741881584844927,-0.9913933547890075
Male,0,1,1,65,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.9,1292.6,0,49-72,2,-0.2627036321917809,-1.9615759953154157
Female,0,0,0,11,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,35.8,363.15,0,0-12,1,-1.526686818087243,-0.18231477470626156
Male,0,0,0,22,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,78.85,1600.25,0,13-24,3,-0.21441017876515062,0.646233805854024
Male,0,0,0,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.4,275.7,0,13-24,1,-1.7316543576084906,-0.6597710944353662
Male,0,0,0,41,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,74.25,3089.1,0,25-48,3,0.5872962477912007,0.01511246335864379
Male,0,1,0,17,1,No,DSL,Yes,Yes,No,No,No,Yes,One year,0,Mailed check,64.8,1175.6,0,13-24,3,-0.6814103610951472,0.41125739359698493
Male,0,0,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.45,237.3,0,0-12,1,-1.8114461891599185,-0.5832286517082524
Male,0,0,0,15,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.35,1444.65,1,13-24,3,-0.18773390400370812,1.205450612089894
Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,19.9,1,0-12,1,-2.115222637962643,-0.3445566283343596
Female,0,1,0,5,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,88.9,454.15,1,0-12,3,-0.7813297192126155,1.3622137078696928
Male,0,1,0,33,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,95.8,3036.75,1,25-48,3,0.7349836009181367,0.7819693852143137
Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),110.65,8065.65,0,49-72,0,3.35169067072682,0.0732257065588512
Female,0,1,1,3,0,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,40.3,92.5,0,0-12,1,-1.7183337288360778,0.1413410225560213
Male,0,0,0,2,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,82.0,184.65,1,0-12,3,-1.0411438543853075,1.2619223661200594
Female,0,1,0,59,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),107.0,6152.3,0,49-72,0,2.43088577732118,0.35009580603547774
Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.35,89.5,1,0-12,1,-1.6607905106337113,0.29916373639471566
Male,0,1,1,71,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),73.35,5154.5,0,49-72,0,1.8721335949939748,-0.8061127119735002
Female,0,1,1,5,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.8,220.45,0,0-12,1,-1.5619141824246938,0.20696029972572516
Male,0,1,1,27,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),54.75,1510.3,0,25-48,3,-0.514354859215645,-0.1097646713790019
Female,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,52.2,52.2,1,0-12,1,-1.5842504173497913,0.5053198400873925
Male,0,0,1,63,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),40.6,2588.95,0,49-72,2,0.40567499764760534,-1.4017991130016032
Female,1,0,0,46,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,110.0,4874.8,1,25-48,0,1.8040263334633984,0.7850016954339243
Male,0,1,1,72,1,Yes,DSL,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),55.3,3983.6,0,49-72,2,1.2602407630969616,-1.2747382266678409
Female,0,1,0,34,1,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),60.85,2003.6,0,25-48,3,-0.10934510350762423,-0.13549169068902553
Female,0,1,1,24,1,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,0,Electronic check,78.4,1832.4,0,13-24,3,-0.10733439429642858,0.5786704147334072
Male,0,0,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),69.65,4908.25,0,49-72,0,1.7632485653632126,-0.9216678370888071
Female,0,1,1,60,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),59.85,3590.2,0,49-72,2,0.9409405694896561,-0.8475386134462772
Male,0,0,0,68,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),76.9,5023.0,0,49-72,0,1.8215318872354451,-0.6348778103812505
Female,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.85,146.6,0,0-12,1,-1.917079001469026,-0.5223985096717182
Female,0,0,1,34,1,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),67.65,2339.3,0,25-48,3,0.09894842430952595,0.034575310323922234
Female,0,0,0,6,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),45.0,298.7,0,0-12,1,-1.5126136012827232,0.18539092262701057
Male,0,1,0,2,1,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,64.2,143.65,0,0-12,3,-1.3405615633148253,0.7941939600080717
Male,0,0,0,31,1,Yes,Fiber optic,No,No,No,Yes,No,No,One year,0,Credit card (automatic),81.7,2548.65,0,25-48,3,0.31788916451480914,0.4731924476622417
Female,0,1,1,20,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),25.55,507.4,0,13-24,1,-1.4418550078759558,-0.6787469114212414
Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.0,20.0,0,0-12,1,-2.11357876111864,-0.3419254318376978
Male,0,0,0,62,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,96.75,6125.4,1,49-72,0,2.3268340478788483,0.0066546750966556874
Female,1,1,0,70,1,Yes,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),75.65,5411.4,0,49-72,0,1.9615402087181588,-0.7277187374683705
Female,0,0,0,10,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,98.5,1058.25,1,0-12,3,-0.3335198458723201,1.475151079601526
Male,0,1,1,39,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,23.8,903.8,0,25-48,2,-0.914694552579213,-1.2053924363993844
Female,0,1,0,46,1,No,DSL,No,Yes,No,Yes,Yes,No,Two year,1,Credit card (automatic),64.2,3009.5,0,25-48,2,0.5172305641998405,-0.37110329789999436
Male,0,0,0,6,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,85.35,489.45,1,0-12,3,-0.8051770681398952,1.243029770573629
Female,0,1,1,72,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),76.8,5468.45,0,49-72,0,2.0430685250974525,-0.7484260203787895
Male,0,0,0,18,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),55.2,1058.1,0,13-24,3,-0.8477734575669955,0.13683674457254924
Male,0,1,0,71,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.55,7616.0,0,49-72,0,3.162733173403993,0.05474970899520742
Male,0,1,0,40,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.3,4113.1,1,25-48,0,1.3013918910937143,0.7247426674423953
Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.55,69.55,1,0-12,3,-1.2990377849153338,0.9618324322582097
Male,0,0,0,58,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),103.25,6017.65,1,49-72,0,2.3077196681162957,0.27968048940044576
Male,0,0,0,70,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),104.0,7250.15,1,49-72,0,2.958809234248811,-0.030512550488411727
Female,0,1,0,42,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,25.25,1108.2,0,25-48,2,-0.7619749455373784,-1.2468954581132656
Male,0,1,1,34,0,No phone service,DSL,Yes,No,No,No,No,No,One year,0,Bank transfer (automatic),30.4,938.65,0,25-48,2,-0.9134613764761208,-0.9088411114680668
Male,1,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.05,94.15,0,0-12,1,-1.9985717572328159,-0.44152699210598845
Female,0,0,0,25,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,84.6,2088.05,0,25-48,3,0.09089310358372385,0.7103585451775636
Female,0,0,0,2,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,86.2,178.7,1,0-12,3,-0.9750793653671557,1.3727058684833946
Female,0,1,1,55,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),103.7,5656.75,0,49-72,0,2.1397540356616958,0.3754405520741369
Male,0,1,0,21,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,111.2,2317.1,1,13-24,3,0.4951279971275687,1.503728932377233
Male,0,1,0,70,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),88.0,5986.45,0,49-72,0,2.3296733865916788,-0.4179144918688045
Female,0,1,0,61,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,106.35,6751.35,0,49-72,0,2.642392826588387,0.26738727386737055
Male,0,1,1,43,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),79.15,3566.6,0,25-48,0,0.8527432092456021,0.0818570128045284
Male,0,0,0,47,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,103.1,4889.3,0,25-48,0,1.7199887156213625,0.5781424492767147
Male,0,0,0,5,1,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),63.95,318.1,0,0-12,3,-1.2240773267241232,0.708721119868184
Female,0,0,0,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.8,1563.95,0,49-72,2,-0.1571545748848692,-1.7392898899597968
Female,0,1,1,16,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),89.45,1430.25,1,13-24,3,-0.23181570873410678,1.0783860449865228
Male,1,1,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.6,644.35,1,0-12,3,-0.5711242691574078,1.4841026939080617
Female,0,1,1,14,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,25.55,372.45,0,13-24,1,-1.6201162961833178,-0.5267304506724897
Male,0,1,1,60,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,0,Electronic check,90.95,5453.4,1,49-72,0,1.9897836903909822,-0.07855871140189612
Male,0,1,1,34,0,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,44.85,1442.6,0,25-48,2,-0.5322860334571645,-0.5418111124771079
Female,0,1,0,50,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,0,Electronic check,108.55,5610.7,1,49-72,0,2.088994195888216,0.6280767460188239
Male,0,1,1,38,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.05,963.95,0,25-48,2,-0.8999733581055237,-1.1493575593118721
Female,0,1,1,70,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,0,Credit card (automatic),74.1,5222.3,0,49-72,0,1.881026878962347,-0.76345322460613
Female,0,1,1,37,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,88.8,3340.55,0,25-48,3,0.8035527263531299,0.49049623966653255
Female,1,0,0,4,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,78.85,292.8,1,0-12,3,-1.0140460896853472,1.1265822030653856
Male,1,1,1,60,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,93.25,5774.55,0,49-72,0,2.121153765033818,-0.02662499534852289
Male,0,1,1,62,1,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),71.4,4487.3,0,49-72,0,1.4368782331541234,-0.6169365789908213
Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.4,44.4,1,0-12,1,-1.712472811181997,0.3000865133477743
Male,0,0,0,36,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),79.2,2854.95,0,25-48,3,0.4829563151554918,0.2754464110971709
Male,0,0,0,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.4,905.55,0,25-48,2,-0.8535230289293315,-1.418644639291541
Female,1,0,0,55,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,100.0,5509.3,1,49-72,0,2.036749691024083,0.28195619461725485
Female,0,1,0,72,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),105.0,7589.8,0,49-72,0,3.1208397344823817,-0.06277857859959952
Female,0,1,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.8,229.6,1,0-12,1,-1.8010896548264035,-0.6248722105801868
Female,0,0,0,13,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),30.85,394.1,0,13-24,1,-1.5513036363447383,-0.362986621245973
Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.9,89.9,1,0-12,3,-0.9645088471607972,1.49728091932888
Female,0,1,1,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.55,295.95,0,13-24,1,-1.7001801200132616,-0.6810959901045612
Female,0,0,0,65,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),84.85,5459.2,0,49-72,0,2.0085512076668044,-0.3630349373540585
Female,0,1,1,12,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,0,Credit card (automatic),33.15,444.75,0,0-12,1,-1.5224174463820328,-0.2790401629866298
Male,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),92.0,6782.15,0,49-72,0,2.673959721770239,-0.3834412445460618
Female,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),89.8,6510.45,0,49-72,0,2.558714410820516,-0.4340723220337816
Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),115.8,8476.5,0,49-72,0,3.5553958356840187,0.19781042233531038
Male,0,0,1,52,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,85.15,4461.85,0,49-72,0,1.4203044313769964,-0.006785995934591425
Male,0,0,0,2,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.85,62.0,0,0-12,1,-1.9998392901576716,-0.24004309748747113
Female,0,0,0,5,1,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,64.35,352.65,0,0-12,3,-1.207481104335,0.7183265491507999
Female,0,0,0,68,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.5,1424.9,0,49-72,2,-0.14486403380520674,-2.023526056499466
Female,0,0,1,62,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,100.15,6413.65,1,49-72,0,2.466310067646245,0.08844687114733667
Male,0,0,0,72,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.05,6309.65,0,49-72,0,2.4392481830991475,-0.527437381331239
Male,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,50.8,50.8,1,0-12,1,-1.607264693165828,0.4684830891341276
Female,0,1,0,66,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,0,Electronic check,89.0,5898.6,0,49-72,0,2.227598962292819,-0.29028828166859727
Male,0,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),64.8,4719.75,0,49-72,0,1.6296316859500763,-1.0443368010364846
Male,0,0,0,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.8,457.3,0,25-48,1,-1.4107290598220574,-0.9772302115177154
Male,0,1,1,64,1,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),93.4,5822.3,0,49-72,0,2.2300286882864127,-0.12288194908627668
Male,1,1,0,20,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,73.65,1463.5,1,13-24,3,-0.3847136651813672,0.5624142143878534
Female,0,0,0,3,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.1,307.4,1,0-12,3,-0.7705106978658443,1.5789266292767339
Male,0,0,0,22,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.65,2104.55,1,13-24,3,0.18866406929020998,1.0488118786832707
Male,0,1,0,4,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,80.6,319.15,1,0-12,3,-0.978059808917568,1.1719658818764642
